imu,time,ax,ay,az,gx,gy,gz,mx,my,mz
1,247571,-5539,364,-580,-138,-223,-83,176,336,-176
1,247578,-5539,364,-580,-138,-223,-83,176,336,-176
1,247587,-5537,367,-580,-137,-221,-87,176,336,-176
1,247595,-5537,367,-580,-137,-221,-87,176,336,-176
1,247602,-5537,367,-580,-137,-221,-87,176,336,-176
1,247609,-5539,368,-580,-136,-221,-92,176,336,-176
1,247616,-5539,368,-580,-136,-221,-92,176,336,-176
1,247622,-5539,368,-580,-136,-221,-92,176,336,-176
1,247629,-5538,363,-587,-142,-223,-88,176,336,-176
1,247636,-5538,363,-587,-142,-223,-88,176,336,-176
1,247643,-5538,363,-587,-142,-223,-88,176,336,-176
1,247649,-5537,365,-585,-137,-227,-87,176,336,-176
1,247655,-5537,365,-585,-137,-227,-87,176,336,-176
1,247661,-5537,365,-585,-137,-227,-87,176,336,-176
1,247667,-5538,365,-586,-132,-220,-88,177,331,-177
1,247672,-5538,365,-586,-132,-220,-88,177,331,-177
1,247678,-5538,365,-586,-132,-220,-88,177,331,-177
1,247685,-5538,365,-586,-132,-220,-88,177,331,-177
1,247691,-5538,367,-584,-135,-219,-94,177,331,-177
1,247696,-5538,367,-584,-135,-219,-94,177,331,-177
1,247702,-5538,367,-584,-135,-219,-94,177,331,-177
1,247707,-5541,363,-583,-135,-224,-93,177,331,-177
1,247713,-5541,363,-583,-135,-224,-93,177,331,-177
1,247718,-5541,363,-583,-135,-224,-93,177,331,-177
1,247724,-5541,363,-583,-135,-224,-93,177,331,-177
1,247730,-5541,365,-583,-137,-226,-91,177,331,-177
1,247735,-5541,365,-583,-137,-226,-91,177,331,-177
1,247740,-5541,365,-583,-137,-226,-91,177,331,-177
1,247746,-5537,365,-586,-130,-215,-84,177,331,-177
1,247751,-5537,365,-586,-130,-215,-84,177,331,-177
1,247757,-5537,365,-586,-130,-215,-84,177,331,-177
1,247762,-5537,365,-586,-130,-215,-84,177,331,-177
1,247768,-5539,367,-583,-141,-224,-87,177,331,-177
1,247773,-5539,367,-583,-141,-224,-87,177,331,-177
1,247779,-5539,367,-583,-141,-224,-87,177,331,-177
1,247784,-5539,367,-583,-141,-224,-87,177,331,-177
1,247789,-5539,365,-582,-135,-226,-86,181,335,-175
1,247795,-5539,365,-582,-135,-226,-86,181,335,-175
1,247800,-5539,365,-582,-135,-226,-86,181,335,-175
1,247806,-5540,365,-579,-143,-229,-91,181,335,-175
1,247812,-5540,365,-579,-143,-229,-91,181,335,-175
1,247817,-5540,365,-579,-143,-229,-91,181,335,-175
1,247823,-5540,365,-579,-143,-229,-91,181,335,-175
1,247828,-5536,366,-585,-135,-224,-90,181,335,-175
1,247833,-5536,366,-585,-135,-224,-90,181,335,-175
1,247839,-5536,366,-585,-135,-224,-90,181,335,-175
1,247844,-5536,366,-585,-135,-224,-90,181,335,-175
1,247851,-5538,365,-581,-129,-222,-91,181,335,-175
1,247855,-5538,365,-581,-129,-222,-91,181,335,-175
1,247861,-5538,365,-581,-129,-222,-91,181,335,-175
1,247866,-5535,366,-584,-129,-224,-98,181,335,-175
1,247872,-5535,366,-584,-129,-224,-98,181,335,-175
1,247877,-5535,366,-584,-129,-224,-98,181,335,-175
1,247882,-5535,366,-584,-129,-224,-98,181,335,-175
1,247888,-5541,369,-582,-134,-223,-93,181,335,-175
1,247894,-5541,369,-582,-134,-223,-93,181,335,-175
1,247900,-5541,369,-582,-134,-223,-93,181,335,-175
1,247906,-5537,363,-582,-138,-231,-85,172,336,-178
1,247912,-5537,363,-582,-138,-231,-85,172,336,-178
1,247917,-5537,363,-582,-138,-231,-85,172,336,-178
1,247922,-5537,363,-582,-138,-231,-85,172,336,-178
1,247927,-5540,365,-579,-131,-228,-88,172,336,-178
1,247932,-5540,365,-579,-131,-228,-88,172,336,-178
1,247938,-5540,365,-579,-131,-228,-88,172,336,-178
1,247943,-5540,365,-579,-131,-228,-88,172,336,-178
1,247948,-5535,368,-585,-141,-223,-88,172,336,-178
1,247954,-5535,368,-585,-141,-223,-88,172,336,-178
1,247959,-5535,368,-585,-141,-223,-88,172,336,-178
1,247965,-5535,368,-585,-141,-223,-88,172,336,-178
1,247970,-5540,366,-586,-145,-225,-88,172,336,-178
1,247976,-5540,366,-586,-145,-225,-88,172,336,-178
1,247982,-5540,366,-586,-145,-225,-88,172,336,-178
1,247987,-5537,364,-583,-143,-230,-96,172,336,-178
1,247992,-5537,364,-583,-143,-230,-96,172,336,-178
1,247998,-5537,364,-583,-143,-230,-96,172,336,-178
1,248003,-5537,364,-583,-143,-230,-96,172,336,-178
1,248008,-5536,363,-585,-140,-232,-100,172,336,-178
1,248013,-5536,363,-585,-140,-232,-100,172,336,-178
1,248019,-5536,363,-585,-140,-232,-100,172,336,-178
1,248024,-5536,363,-585,-140,-232,-100,172,336,-178
1,248030,-5540,366,-581,-139,-227,-90,180,330,-176
1,248035,-5540,366,-581,-139,-227,-90,180,330,-176
1,248041,-5540,366,-581,-139,-227,-90,180,330,-176
1,248046,-5537,362,-580,-140,-229,-84,180,330,-176
1,248052,-5537,362,-580,-140,-229,-84,180,330,-176
1,248057,-5537,362,-580,-140,-229,-84,180,330,-176
1,248064,-5537,362,-580,-140,-229,-84,180,330,-176
1,248068,-5535,366,-587,-142,-222,-96,180,330,-176
1,248074,-5535,366,-587,-142,-222,-96,180,330,-176
1,248080,-5535,366,-587,-142,-222,-96,180,330,-176
1,248085,-5535,366,-587,-142,-222,-96,180,330,-176
1,248090,-5535,365,-584,-139,-224,-91,180,330,-176
1,248096,-5535,365,-584,-139,-224,-91,180,330,-176
1,248101,-5535,365,-584,-139,-224,-91,180,330,-176
1,248108,-5537,367,-582,-137,-232,-88,180,330,-176
1,248113,-5537,367,-582,-137,-232,-88,180,330,-176
1,248118,-5537,367,-582,-137,-232,-88,180,330,-176
1,248123,-5537,367,-582,-137,-232,-88,180,330,-176
1,248129,-5539,365,-581,-136,-222,-85,180,330,-176
1,248134,-5539,365,-581,-136,-222,-85,180,330,-176
1,248140,-5539,365,-581,-136,-222,-85,180,330,-176
1,248144,-5539,365,-581,-136,-222,-85,180,330,-176
1,248151,-5539,368,-586,-140,-231,-90,180,330,-176
1,248156,-5539,368,-586,-140,-231,-90,180,330,-176
1,248161,-5539,368,-586,-140,-231,-90,180,330,-176
1,248167,-5538,365,-579,-142,-227,-83,169,331,-173
1,248172,-5538,365,-579,-142,-227,-83,169,331,-173
1,248178,-5538,365,-579,-142,-227,-83,169,331,-173
1,248183,-5538,365,-579,-142,-227,-83,169,331,-173
1,248189,-5538,365,-584,-138,-224,-91,169,331,-173
1,248196,-5538,365,-584,-138,-224,-91,169,331,-173
1,248200,-5538,365,-584,-138,-224,-91,169,331,-173
1,248206,-5537,366,-586,-134,-227,-88,169,331,-173
1,248211,-5537,366,-586,-134,-227,-88,169,331,-173
1,248217,-5537,366,-586,-134,-227,-88,169,331,-173
1,248222,-5537,366,-586,-134,-227,-88,169,331,-173
1,248227,-5536,363,-589,-140,-227,-94,169,331,-173
1,248233,-5536,363,-589,-140,-227,-94,169,331,-173
1,248239,-5536,363,-589,-140,-227,-94,169,331,-173
1,248245,-5536,363,-589,-140,-227,-94,169,331,-173
1,248250,-5535,362,-582,-136,-227,-88,169,331,-173
1,248255,-5535,362,-582,-136,-227,-88,169,331,-173
1,248260,-5535,362,-582,-136,-227,-88,169,331,-173
1,248265,-5535,362,-582,-136,-227,-88,169,331,-173
1,248271,-5536,366,-582,-135,-227,-97,169,331,-173
1,248276,-5536,366,-582,-135,-227,-97,169,331,-173
1,248282,-5536,366,-582,-135,-227,-97,169,331,-173
1,248288,-5536,364,-580,-139,-226,-96,175,337,-175
1,248294,-5536,364,-580,-139,-226,-96,175,337,-175
1,248299,-5536,364,-580,-139,-226,-96,175,337,-175
1,248304,-5536,364,-580,-139,-226,-96,175,337,-175
1,248309,-5536,364,-586,-142,-226,-91,175,337,-175
1,248315,-5536,364,-586,-142,-226,-91,175,337,-175
1,248321,-5536,364,-586,-142,-226,-91,175,337,-175
1,248327,-5540,366,-583,-132,-219,-85,175,337,-175
1,248332,-5540,366,-583,-132,-219,-85,175,337,-175
1,248337,-5540,366,-583,-132,-219,-85,175,337,-175
1,248342,-5540,366,-583,-132,-219,-85,175,337,-175
1,248348,-5535,369,-584,-143,-221,-87,175,337,-175
1,248353,-5535,369,-584,-143,-221,-87,175,337,-175
1,248359,-5535,369,-584,-143,-221,-87,175,337,-175
1,248365,-5535,369,-584,-143,-221,-87,175,337,-175
1,248371,-5540,364,-584,-135,-226,-89,175,337,-175
1,248376,-5540,364,-584,-135,-226,-89,175,337,-175
1,248382,-5540,364,-584,-135,-226,-89,175,337,-175
1,248387,-5539,366,-579,-139,-223,-86,175,337,-175
1,248392,-5539,366,-579,-139,-223,-86,175,337,-175
1,248398,-5539,366,-579,-139,-223,-86,175,337,-175
