imu,time,ax,ay,az,gx,gy,gz,mx,my,mz
1,392880,-3428,404,1394,112,-284,-289,62,154,100
1,392887,-3428,404,1394,112,-284,-289,62,154,100
1,392894,-3428,404,1394,112,-284,-289,62,154,100
1,392901,-3418,421,1420,322,37,-258,63,155,99
1,392909,-3418,421,1420,322,37,-258,63,155,99
1,392916,-3431,426,1447,520,67,-94,63,155,99
1,392924,-3431,426,1447,520,67,-94,63,155,99
1,392931,-3431,426,1447,520,67,-94,63,155,99
1,392938,-3477,410,1466,509,111,29,63,155,99
1,392945,-3477,410,1466,509,111,29,63,155,99
1,392951,-3477,410,1466,509,111,29,63,155,99
1,392957,-3483,404,1486,317,299,-72,63,155,99
1,392964,-3483,404,1486,317,299,-72,63,155,99
1,392970,-3483,404,1486,317,299,-72,63,155,99
1,392976,-3467,427,1482,89,191,-207,63,155,99
1,392982,-3467,427,1482,89,191,-207,63,155,99
1,392987,-3467,427,1482,89,191,-207,63,155,99
1,392993,-3467,427,1482,89,191,-207,63,155,99
1,392999,-3474,433,1471,124,84,-150,63,155,99
1,393004,-3474,433,1471,124,84,-150,63,155,99
1,393009,-3474,433,1471,124,84,-150,63,155,99
1,393013,-3474,433,1471,124,84,-150,63,155,99
1,393019,-3488,428,1489,246,170,-112,62,160,106
1,393024,-3488,428,1489,246,170,-112,62,160,106
1,393029,-3488,428,1489,246,170,-112,62,160,106
1,393034,-3488,428,1489,246,170,-112,62,160,106
1,393039,-3518,409,1533,277,196,-65,62,160,106
1,393044,-3518,409,1533,277,196,-65,62,160,106
1,393050,-3518,409,1533,277,196,-65,62,160,106
1,393056,-3512,402,1488,69,61,-188,62,160,106
1,393061,-3512,402,1488,69,61,-188,62,160,106
1,393066,-3512,402,1488,69,61,-188,62,160,106
1,393071,-3512,402,1488,69,61,-188,62,160,106
1,393076,-3525,392,1529,166,121,-276,62,160,106
1,393080,-3525,392,1529,166,121,-276,62,160,106
1,393085,-3525,392,1529,166,121,-276,62,160,106
1,393091,-3525,392,1529,166,121,-276,62,160,106
1,393095,-3467,423,1525,272,-76,-510,62,160,106
1,393100,-3467,423,1525,272,-76,-510,62,160,106
